moleculeId,PredictedProbability
128,0.58454734
129,0.6247215
130,0.38569674
131,0.29083136
132,0.2492661
133,0.23854108
134,0.761602
135,0.47400844
136,0.83143854
137,0.36010072
138,0.5401317
139,0.6255308
140,0.6260534
141,0.72036904
142,0.7689248
143,0.5273241
144,0.406797
145,0.6664643
146,0.23327734
147,0.5076584
148,0.52740014
149,0.7078104
150,0.39239347
151,0.31674454
152,0.7086525
153,0.6428281
154,0.7011655
155,0.7100221
156,0.5482737
157,0.5611829
158,0.80010104
159,0.59610957
160,0.23401728
161,0.5863802
162,0.5354572
163,0.25052047
164,0.7319345
165,0.74926203
166,0.40282258
167,0.5218066
168,0.6294259
169,0.42765704
170,0.86552083
171,0.7555009
172,0.7051629
173,0.24767636
174,0.62750787
175,0.30510592
176,0.6344221
177,0.36516058
178,0.3562756
179,0.55549574
180,0.35360932
181,0.5634696
182,0.30664572
183,0.5321566
184,0.28080407
185,0.86910737
186,0.39501828
187,0.7798465
188,0.45462102
189,0.7544139
190,0.48412934
191,0.5704695
192,0.66204655
193,0.39427984
194,0.63987964
195,0.817424
196,0.44032404
197,0.8172037
198,0.53377247
199,0.61142796
200,0.5405287
201,0.6796771
202,0.27218565
203,0.5177544
204,0.4425313
205,0.78612876
206,0.5103117
207,0.41367033
208,0.9048213
209,0.5822244
210,0.40144318
211,0.84652233
212,0.67192453
213,0.7282832
214,0.31954738
215,0.63796914
216,0.7118596
217,0.69308835
218,0.6266532
219,0.6171262
220,0.50431436
221,0.6776747
222,0.26635486
223,0.38698912
224,0.76971173
225,0.58929646
226,0.39838374
227,0.3566575
228,0.70594394
229,0.25495732
230,0.49382302
231,0.6125222
232,0.6733029
233,0.66962796
234,0.3629493
235,0.6691505
236,0.80048347
237,0.48983315
238,0.4857316
239,0.5003085
240,0.72188187
241,0.266468
242,0.27063298
243,0.3431249
244,0.6883419
245,0.58981085
246,0.73185587
247,0.4335223
248,0.22743988
249,0.63913566
250,0.31343976
251,0.8542695
252,0.557142
253,0.30615994
254,0.62184256
255,0.7330979
256,0.5402232
257,0.3186067
258,0.2972676
259,0.39280564
260,0.3009717
261,0.42959282
262,0.30423298
263,0.4216917
264,0.48481128
265,0.28982523
266,0.6261364
267,0.51762754
268,0.5256251
269,0.6242262
270,0.67782634
271,0.78147876
272,0.6894046
273,0.6516518
274,0.63743097
275,0.28694338
276,0.3303164
277,0.6581126
278,0.46412703
279,0.6644623
280,0.4704451
281,0.24831244
282,0.62558687
283,0.5906033
284,0.25971863
285,0.6267673
286,0.7826268
287,0.7403037
288,0.6101304
289,0.777831
290,0.26909634
291,0.3663304
292,0.25962427
293,0.70435864
294,0.59589356
295,0.2616627
296,0.47642773
297,0.2567494
298,0.437644
299,0.67647845
300,0.7617421
301,0.81711566
302,0.28370696
303,0.6336087
304,0.7453237
305,0.8179116
306,0.72430843
307,0.25307992
308,0.7227215
309,0.62257373
310,0.6981942
311,0.7698415
312,0.4710492
313,0.46048695
314,0.26888266
315,0.7155568
316,0.30353987
317,0.8886467
318,0.42129692
319,0.29586145
320,0.24721327
321,0.4340695
322,0.64029086
323,0.59943676
324,0.54215133
325,0.48054364
326,0.7344767
327,0.8214253
328,0.8682634
329,0.26387993
330,0.7584598
331,0.6754786
332,0.7491577
333,0.64984185
334,0.40272766
335,0.6623665
336,0.62557316
337,0.65871936
338,0.23935047
339,0.21893558
340,0.69797873
341,0.6786901
342,0.68464977
343,0.23661637
344,0.57886535
345,0.7796878
346,0.7522661
347,0.45715064
348,0.52198905
349,0.40867633
350,0.78185904
351,0.44810984
352,0.8222967
353,0.73523283
354,0.2816712
355,0.67097396
356,0.49799463
357,0.73544604
358,0.2791834
359,0.33394536
360,0.65186495
361,0.75410193
362,0.5255951
363,0.6722524
364,0.50561184
365,0.5669163
366,0.717009
367,0.5943074
368,0.46730202
369,0.26518857
370,0.2991893
371,0.49632844
372,0.278735
373,0.68058836
374,0.27754563
375,0.61090827
376,0.71159893
377,0.6916692
378,0.7053437
379,0.7206612
380,0.3333298
381,0.6873651
382,0.7899854
383,0.69752413
384,0.374008
385,0.7367372
386,0.78540725
387,0.25664386
388,0.25450924
389,0.21882059
390,0.80765766
391,0.39861253
392,0.7129976
393,0.7661579
394,0.57194036
395,0.7100221
396,0.24036688
397,0.42380422
398,0.32229027
399,0.60737133
400,0.7419132
401,0.75371194
402,0.5796511
403,0.3067385
404,0.65871936
405,0.5325939
406,0.35225108
407,0.71310467
408,0.6017948
409,0.30923763
410,0.5427783
411,0.63721085
412,0.7476082
413,0.7197816
414,0.5556901
415,0.6631183
416,0.67123693
417,0.5988653
418,0.7741609
419,0.5808907
420,0.35786685
421,0.614854
422,0.57686037
423,0.4918929
424,0.577779
425,0.66517425
426,0.24319199
427,0.7404765
428,0.5646131
429,0.6393488
430,0.29459932
431,0.61869764
432,0.47975674
433,0.44223133
434,0.29717153
435,0.39049408
436,0.2683976
437,0.31899154
438,0.6237193
439,0.23157117
440,0.38256526
441,0.5463627
442,0.54016966
443,0.7716512
444,0.25840354
445,0.6531202
446,0.68683326
447,0.33022285
448,0.30908018
449,0.28149435
450,0.68341607
451,0.6521956
452,0.6517656
453,0.47600287
454,0.7730469
455,0.62539905
456,0.751291
457,0.48083025
458,0.48488447
459,0.27179515
460,0.75400597
461,0.22826979
462,0.76694185
463,0.8049826
464,0.5265236
465,0.59378165
466,0.52799046
467,0.24812101
468,0.52729034
469,0.58541536
470,0.38815904
471,0.28091475
472,0.83344525
473,0.3022465
474,0.40601525
475,0.48219436
476,0.29171693
477,0.79452556
478,0.36356387
479,0.45420069
480,0.27585888
481,0.5011539
482,0.41838753
483,0.7203685
484,0.6237869
485,0.23653938
486,0.6687388
487,0.3707402
488,0.46193364
489,0.5648013
490,0.61509806
491,0.49955407
492,0.61354566
493,0.6517724
494,0.75257427
495,0.3770291
496,0.64885575
497,0.5400853
498,0.44044936
499,0.39334244
500,0.2895727
501,0.88017637
502,0.58620965
503,0.6042224
504,0.24432038
505,0.5784976
506,0.5949072
507,0.29024267
508,0.3719801
509,0.77080786
510,0.4211876
511,0.64386123
512,0.5205885
513,0.4409281
514,0.7935588
515,0.7617452
516,0.4122026
517,0.52576387
518,0.28987443
519,0.41735306
520,0.77223814
521,0.5697895
522,0.5601897
523,0.73574626
524,0.4794515
525,0.6392164
526,0.24912533
527,0.5917503
528,0.6208322
529,0.3009717
530,0.4947985
531,0.6357123
532,0.26754504
533,0.5726083
534,0.31454954
535,0.3618512
536,0.24704608
537,0.83445346
538,0.5204706
539,0.83344525
540,0.39375395
541,0.28298396
542,0.3343417
543,0.61515087
544,0.6413611
545,0.6397672
546,0.68366355
547,0.73529196
548,0.5086938
549,0.7128979
550,0.74618375
551,0.5025867
552,0.45260686
553,0.29443133
554,0.4116414
555,0.28124464
556,0.62868476
557,0.36925572
558,0.58540624
559,0.6320843
560,0.6654275
561,0.62558687
562,0.77582395
563,0.41658518
564,0.48473996
565,0.35554612
566,0.26241553
567,0.2951708
568,0.7138679
569,0.73179394
570,0.61077845
571,0.32326752
572,0.6873694
573,0.30766642
574,0.63927007
575,0.49163172
576,0.5452116
577,0.68387336
578,0.56540245
579,0.564811
580,0.2878519
581,0.5937997
582,0.7357436
583,0.2470622
584,0.7091729
585,0.30085617
586,0.49896964
587,0.7932627
588,0.45999926
589,0.2781402
590,0.74386734
591,0.6661904
592,0.26526976
593,0.70445615
594,0.83860445
595,0.71407396
596,0.42745903
597,0.26934534
598,0.75396377
599,0.83811814
600,0.6521964
601,0.2477534
602,0.3431249
603,0.73467827
604,0.64340264
605,0.5764508
606,0.31974244
607,0.71467155
608,0.28504166
609,0.26768622
610,0.49635687
611,0.63881755
612,0.70216894
613,0.5649872
614,0.4827467
615,0.7119411
616,0.5519256
617,0.6740935
618,0.7094979
619,0.26854166
620,0.6148786
621,0.7549255
622,0.55017763
623,0.5774926
624,0.3534875
625,0.34479657
626,0.7785074
627,0.30551046
628,0.82618475
629,0.3966352
630,0.24505927
631,0.2969195
632,0.39913917
633,0.6722524
634,0.6980587
635,0.6746107
636,0.6775408
637,0.8888657
638,0.38047883
639,0.7263137
640,0.64856046
641,0.44920495
642,0.41764554
643,0.25917011
644,0.24448113
645,0.46295688
646,0.3726741
647,0.3468052
648,0.89640486
649,0.5686141
650,0.6037595
651,0.7624423
652,0.5728869
653,0.2579154
654,0.3951657
655,0.35392457
656,0.6373812
657,0.61751664
658,0.54820913
659,0.5913648
660,0.29448575
661,0.33001855
662,0.7066382
663,0.3993479
664,0.66866904
665,0.8123947
666,0.6539272
667,0.5774283
668,0.71094936
669,0.4234467
670,0.505955
671,0.26185566
672,0.6923453
673,0.70859927
674,0.65377325
675,0.68507254
676,0.32535392
677,0.38823733
678,0.40471378
679,0.75963527
680,0.27008176
681,0.3093726
682,0.68264633
683,0.55397165
684,0.6339092
685,0.7461221
686,0.2846578
687,0.3657148
688,0.4960941
689,0.28364512
690,0.6289467
691,0.43378863
692,0.5610859
693,0.69602776
694,0.76893973
695,0.27134573
696,0.60807973
697,0.77772695
698,0.48298526
699,0.70709705
700,0.647146
701,0.54255253
702,0.31420723
703,0.56964326
704,0.7787014
705,0.79800993
706,0.49888834
707,0.6790554
708,0.5856558
709,0.65652287
710,0.76154864
711,0.24178107
712,0.41364223
713,0.63557386
714,0.55881983
715,0.64640486
716,0.5607442
717,0.41938084
718,0.632547
719,0.83882415
720,0.63633865
721,0.8390666
722,0.59633344
723,0.6379821
724,0.462921
725,0.5257638
726,0.26691344
727,0.32556468
728,0.3070983
729,0.2578585
730,0.616054
731,0.49159923
732,0.76872003
733,0.78349847
734,0.25782996
735,0.32586735
736,0.39869583
737,0.27290365
738,0.41238806
739,0.7127849
740,0.68570125
741,0.64612085
742,0.5644391
743,0.2970692
744,0.67246896
745,0.53682405
746,0.22999032
747,0.3084839
748,0.3290638
749,0.67642915
750,0.6168319
751,0.26163915
752,0.62302905
753,0.714854
754,0.59615135
755,0.73078644
756,0.4961557
757,0.55417895
758,0.4887253
759,0.62558687
760,0.6044643
761,0.8043596
762,0.49917167
763,0.8857197
764,0.5874584
765,0.6733793
766,0.68099207
767,0.6334941
768,0.6898248
769,0.62561744
770,0.6797956
771,0.28721654
772,0.54729646
773,0.5180261
774,0.41231588
775,0.6811512
776,0.68541604
777,0.4660131
778,0.50386053
779,0.33963296
780,0.7912966
781,0.71690804
782,0.6351781
783,0.29816768
784,0.7396616
785,0.27966917
786,0.81563365
787,0.59507436
788,0.4900334
789,0.5181634
790,0.31235233
791,0.3206491
792,0.2180153
793,0.4690866
794,0.37603086
795,0.76388454
796,0.81311846
797,0.68937284
798,0.702321
799,0.5695709
800,0.6803477
801,0.30115578
802,0.5134016
803,0.48317835
804,0.7541251
805,0.8298591
806,0.62256664
807,0.5523272
808,0.32063684
809,0.32148865
810,0.5746781
811,0.6393803
812,0.63247925
813,0.75909466
814,0.76446396
815,0.25891826
816,0.4750229
817,0.302628
818,0.5929187
819,0.6003483
820,0.77056485
821,0.29539883
822,0.49576738
823,0.25711203
824,0.23212096
825,0.31541705
826,0.7490242
827,0.6123581
828,0.74146074
829,0.55471605
830,0.76116437
831,0.62932974
832,0.720862
833,0.27143115
834,0.7880995
835,0.4445067
836,0.39783803
837,0.6798103
838,0.5059594
839,0.6294209
840,0.77372116
841,0.6327776
842,0.2901092
843,0.28580475
844,0.226518
845,0.67372674
846,0.60660416
847,0.6810076
848,0.32954141
849,0.26091897
850,0.3993527
851,0.6700993
852,0.68541604
853,0.7803544
854,0.28488675
855,0.76055324
856,0.6113642
857,0.52148235
858,0.6764404
859,0.37545744
860,0.2649044
861,0.8110186
862,0.6978834
863,0.5871598
864,0.61656725
865,0.5234883
866,0.55766255
867,0.62474275
868,0.600981
869,0.75358635
870,0.6553287
871,0.47464886
872,0.46018115
873,0.61981714
874,0.40122753
875,0.7595058
876,0.6038413
877,0.4743738
878,0.57901335
879,0.6710628
880,0.377625
881,0.6066326
882,0.66502184
883,0.7164288
884,0.26759332
885,0.3575197
886,0.35643035
887,0.6552637
888,0.6283723
889,0.22895503
890,0.5190247
891,0.6192165
892,0.54491955
893,0.62558687
894,0.28418902
895,0.6813203
896,0.55205494
897,0.58445776
898,0.53298706
899,0.42430386
900,0.76124513
901,0.26418924
902,0.38166517
903,0.2812185
904,0.8831512
905,0.83344525
906,0.291004
907,0.5832803
908,0.6454069
909,0.84491503
910,0.33535156
911,0.50735277
912,0.5886047
913,0.8442845
914,0.5930473
915,0.83344525
916,0.6654161
917,0.4077178
918,0.4027987
919,0.41396397
920,0.3175219
921,0.48711067
922,0.8532047
923,0.27291784
924,0.572611
925,0.768648
926,0.27384913
927,0.36871135
928,0.5215602
929,0.23357287
930,0.7967913
931,0.2705399
932,0.41733953
933,0.26361895
934,0.76241386
935,0.7041726
936,0.2799476
937,0.7879196
938,0.6213287
939,0.8214253
940,0.33202574
941,0.6517724
942,0.6580419
943,0.23505291
944,0.49716127
945,0.5546333
946,0.58459735
947,0.31010187
948,0.69613385
949,0.26545867
950,0.6135152
951,0.70116585
952,0.4249879
953,0.3044655
954,0.30374986
955,0.25694498
956,0.26472905
957,0.6424007
958,0.42513904
959,0.23631905
960,0.6523068
961,0.3577582
962,0.6804265
963,0.615623
964,0.7792152
965,0.3963888
966,0.7773475
967,0.36767754
968,0.5148231
969,0.3274798
970,0.2904998
971,0.37428015
972,0.40941235
973,0.7285342
974,0.7220146
975,0.6669052
976,0.6746349
977,0.7932639
978,0.49133173
979,0.7449439
980,0.40615442
981,0.5906186
982,0.30766642
983,0.6417566
984,0.71456736
985,0.6857022
986,0.3115904
987,0.6775143
988,0.68985397
989,0.24361105
990,0.63472795
991,0.69183016
992,0.31226322
993,0.53624576
994,0.22764117
995,0.43380693
996,0.5884387
997,0.34287253
998,0.29730436
999,0.7837416
1000,0.5927537
1001,0.29708946
1002,0.6261743
1003,0.74633324
1004,0.45549434
1005,0.65061307
1006,0.48305085
1007,0.65676403
1008,0.7324684
1009,0.5654708
1010,0.27307877
1011,0.5376564
1012,0.3327293
1013,0.3572376
1014,0.43956125
1015,0.59197134
1016,0.6935733
1017,0.27740434
1018,0.73451966
1019,0.52997
1020,0.28278446
1021,0.54117036
1022,0.6722164
1023,0.6077605
1024,0.8819912
1025,0.30649444
1026,0.3507785
1027,0.53849036
1028,0.58500826
1029,0.7452453
1030,0.8763184
1031,0.4719786
1032,0.47069564
1033,0.78265584
1034,0.25213325
1035,0.72799474
1036,0.3778451
1037,0.45711526
1038,0.6762476
1039,0.5354214
1040,0.6158119
1041,0.3283375
1042,0.7601132
1043,0.70168877
1044,0.5038101
1045,0.6792119
1046,0.74426585
1047,0.74256563
1048,0.5408138
1049,0.30195054
1050,0.76654357
1051,0.29181457
1052,0.52439225
1053,0.7404579
1054,0.6868072
1055,0.64975226
1056,0.71857464
1057,0.33409652
1058,0.7750637
1059,0.2698492
1060,0.5480676
1061,0.27401674
1062,0.36947912
1063,0.74929637
1064,0.26399451
1065,0.596303
1066,0.3504662
1067,0.4456034
1068,0.7393835
1069,0.3916458
1070,0.48165634
1071,0.35793343
1072,0.6669128
1073,0.62558687
1074,0.66068834
1075,0.62203664
1076,0.6076835
1077,0.78969306
1078,0.25188258
1079,0.6301165
1080,0.74779344
1081,0.4971008
1082,0.52933526
1083,0.5565388
1084,0.53196275
1085,0.26235577
1086,0.58465177
1087,0.36829218
1088,0.73838705
1089,0.67892617
1090,0.4987697
1091,0.73038185
1092,0.8380683
1093,0.64204746
1094,0.66683835
1095,0.8346083
1096,0.61795944
1097,0.75428194
1098,0.25386387
1099,0.35967124
1100,0.6870341
1101,0.45434538
1102,0.7247136
1103,0.73210746
1104,0.25918844
1105,0.44424075
1106,0.83143854
1107,0.3893739
1108,0.28474402
1109,0.25613666
1110,0.6604402
1111,0.29023522
1112,0.7361489
1113,0.666681
1114,0.38036653
1115,0.8246612
1116,0.2812748
1117,0.67823195
1118,0.30441302
1119,0.23722398
1120,0.39592108
1121,0.7204004
1122,0.5801823
1123,0.50336826
1124,0.39173856
1125,0.27002913
1126,0.7654475
1127,0.24065274
1128,0.443081
1129,0.2924711
1130,0.23985104
1131,0.21971019
1132,0.28961265
1133,0.5959571
1134,0.57823724
1135,0.4232866
1136,0.318699
1137,0.6169964
1138,0.46459636
1139,0.4878298
1140,0.3551724
1141,0.3968935
1142,0.6032885
1143,0.5845677
1144,0.4644027
1145,0.31458804
1146,0.64894915
1147,0.8010812
1148,0.32305938
1149,0.67198795
1150,0.82646346
1151,0.6722415
1152,0.6643358
1153,0.2483337
1154,0.687407
1155,0.7101693
1156,0.51540524
1157,0.2514252
1158,0.35673234
1159,0.26633567
1160,0.6872047
1161,0.60652673
1162,0.5815152
1163,0.8218431
1164,0.40611872
1165,0.79632497
1166,0.40234923
1167,0.6868621
1168,0.24977787
1169,0.61864597
1170,0.2665471
1171,0.7211742
1172,0.62946945
1173,0.52066207
1174,0.52420014
1175,0.8390666
1176,0.336133
1177,0.49506867
1178,0.6461351
1179,0.53476936
1180,0.29215172
1181,0.76241386
1182,0.6219994
1183,0.614059
1184,0.23004138
1185,0.5897209
1186,0.6086234
1187,0.36070758
1188,0.28529298
1189,0.78975075
1190,0.34485248
1191,0.30846742
1192,0.50489116
1193,0.75354904
1194,0.65788525
1195,0.60369354
1196,0.22239184
1197,0.72282404
1198,0.61090827
1199,0.7261415
1200,0.5761531
1201,0.7751159
1202,0.75776726
1203,0.62558687
1204,0.60376865
1205,0.5922631
1206,0.7040476
1207,0.29821637
1208,0.6379233
1209,0.27969754
1210,0.7449118
1211,0.3652146
1212,0.44857207
1213,0.28556457
1214,0.4895915
1215,0.65585846
1216,0.4367903
1217,0.4664374
1218,0.6322947
1219,0.64284647
1220,0.56237954
1221,0.6803211
1222,0.82646346
1223,0.58830976
1224,0.6182927
1225,0.60909367
1226,0.28173316
1227,0.6893882
1228,0.69702137
1229,0.7930911
1230,0.62439054
1231,0.6796553
1232,0.5438004
1233,0.61393
1234,0.59671664
1235,0.5374136
1236,0.53535545
1237,0.3108642
1238,0.7370458
1239,0.52387613
1240,0.39077565
1241,0.8362171
1242,0.35611644
1243,0.28554544
1244,0.27724835
1245,0.74989396
1246,0.38335985
1247,0.26202747
1248,0.3030266
1249,0.7532128
1250,0.60597503
1251,0.2607325
1252,0.64204735
1253,0.5473002
1254,0.42393553
1255,0.41619483
1256,0.599744
1257,0.42472443
1258,0.5695721
1259,0.6679349
1260,0.62658626
1261,0.7276659
1262,0.7037783
1263,0.76157975
1264,0.59762335
1265,0.7891582
1266,0.6433471
1267,0.6872047
1268,0.7495598
1269,0.36917305
1270,0.2457232
1271,0.31162506
1272,0.7547206
1273,0.61794364
1274,0.58430713
1275,0.65590155
1276,0.3957605
1277,0.67511773
1278,0.5924236
1279,0.69597054
1280,0.75193876
1281,0.7377445
1282,0.65787506
1283,0.7295954
1284,0.23966323
1285,0.4467372
1286,0.6131775
1287,0.5277483
1288,0.5618353
1289,0.4379425
1290,0.73413134
1291,0.66253674
1292,0.66918933
1293,0.25069916
1294,0.595994
1295,0.6052442
1296,0.29566488
1297,0.31922054
1298,0.6171247
1299,0.74024403
1300,0.43515396
1301,0.40292513
1302,0.5026131
1303,0.6028412
1304,0.38795957
1305,0.42541558
1306,0.6423301
1307,0.6985028
1308,0.5739678
1309,0.7565215
1310,0.6623016
1311,0.7093981
1312,0.67649245
1313,0.36281583
1314,0.62874955
1315,0.594704
1316,0.37203118
1317,0.4025547
1318,0.27980375
1319,0.2630808
1320,0.6181835
1321,0.5920798
1322,0.47863704
1323,0.3367453
1324,0.6368963
1325,0.61555874
1326,0.74525577
1327,0.5310985
1328,0.23797761
1329,0.55100244
1330,0.7525737
1331,0.32619387
1332,0.6630933
1333,0.8189397
1334,0.39231926
1335,0.48305637
1336,0.61019814
1337,0.39234504
1338,0.44199196
1339,0.6322479
1340,0.38645527
1341,0.75540894
1342,0.8314515
1343,0.7464183
1344,0.7181325
1345,0.7766748
1346,0.61090827
1347,0.27304184
1348,0.8556377
1349,0.720381
1350,0.6447182
1351,0.61447585
1352,0.47119424
1353,0.6698605
1354,0.66316265
1355,0.6788853
1356,0.39498898
1357,0.54820913
1358,0.46318048
1359,0.56021523
1360,0.6685688
1361,0.87405294
1362,0.4116412
1363,0.7098873
1364,0.6431469
1365,0.694602
1366,0.58762
1367,0.82115334
1368,0.4646797
1369,0.82647616
1370,0.5015993
1371,0.6584735
1372,0.76618445
1373,0.83344525
1374,0.2599953
1375,0.36061078
1376,0.5165865
1377,0.7369833
1378,0.6422514
1379,0.3040378
1380,0.42463446
1381,0.6967207
1382,0.72686356
1383,0.8493011
1384,0.4624399
1385,0.29448575
1386,0.6279818
1387,0.651429
1388,0.5511274
1389,0.25941488
1390,0.63222885
1391,0.55911976
1392,0.59047276
1393,0.7597606
1394,0.71852434
1395,0.5197934
1396,0.6042253
1397,0.2963242
1398,0.2508674
1399,0.61358917
1400,0.7498927
1401,0.53192544
1402,0.69836223
1403,0.76270527
1404,0.25773275
1405,0.27742994
1406,0.6711481
1407,0.27722844
1408,0.6943945
1409,0.59230727
1410,0.7032958
1411,0.23044005
1412,0.3572815
1413,0.8029701
1414,0.79413193
1415,0.67880285
1416,0.25558394
1417,0.43820164
1418,0.6664021
1419,0.3557796
1420,0.64741325
1421,0.27831063
1422,0.40394056
1423,0.66480964
1424,0.3940029
1425,0.3423599
1426,0.4802519
1427,0.22239307
1428,0.2802859
1429,0.566056
1430,0.595799
1431,0.25177935
1432,0.646261
1433,0.26876625
1434,0.52263075
1435,0.5251088
1436,0.5811864
1437,0.37806445
1438,0.86376196
1439,0.25097293
1440,0.83635205
1441,0.7074057
1442,0.4925179
1443,0.4867259
1444,0.34035692
1445,0.24919105
1446,0.29062682
1447,0.35282382
1448,0.2658841
1449,0.64691013
1450,0.5965436
1451,0.74244136
1452,0.45446798
1453,0.46859393
1454,0.35145754
1455,0.6103138
1456,0.75140303
1457,0.5758512
1458,0.5270563
1459,0.75159085
1460,0.5210746
1461,0.28792942
1462,0.6310119
1463,0.5505806
1464,0.6954328
1465,0.7789703
1466,0.25343058
1467,0.6356003
1468,0.22179434
1469,0.5871667
1470,0.7651723
1471,0.65714127
1472,0.5945657
1473,0.6173182
1474,0.31706795
1475,0.32239354
1476,0.53342444
1477,0.75177205
1478,0.32928002
1479,0.65929365
1480,0.60842323
1481,0.31222674
1482,0.38146085
1483,0.826546
1484,0.66649026
1485,0.34761846
1486,0.2180153
1487,0.39479956
1488,0.36219525
1489,0.24895461
1490,0.6761147
1491,0.7094081
1492,0.45816225
1493,0.7168357
1494,0.34705067
1495,0.6525397
1496,0.70635015
1497,0.55547523
1498,0.7339812
1499,0.35346892
1500,0.6278347
1501,0.41204005
1502,0.5183114
1503,0.42278847
1504,0.62362456
1505,0.57218176
1506,0.2627033
1507,0.47440904
1508,0.7287897
1509,0.6690812
1510,0.70691997
1511,0.6935733
1512,0.4692537
1513,0.70737886
1514,0.6310199
1515,0.31115332
1516,0.27533412
1517,0.6169374
1518,0.6565388
1519,0.5732456
1520,0.2844926
1521,0.35400587
1522,0.67892617
1523,0.43389046
1524,0.2567683
1525,0.7108043
1526,0.2599953
1527,0.5160949
1528,0.55999875
1529,0.7374856
1530,0.5296184
1531,0.60819
1532,0.6786231
1533,0.62278754
1534,0.50071084
1535,0.82205963
1536,0.51265377
1537,0.40926903
1538,0.427165
1539,0.6336133
1540,0.7146259
1541,0.7371114
1542,0.7836478
1543,0.2380813
1544,0.6331779
1545,0.24061956
1546,0.76039046
1547,0.5967536
1548,0.53664106
1549,0.3825323
1550,0.4055772
1551,0.788318
1552,0.630894
1553,0.6420741
1554,0.69949114
1555,0.7794715
1556,0.7786684
1557,0.5247007
1558,0.68629754
1559,0.6092399
1560,0.61090827
1561,0.6018782
1562,0.52131164
1563,0.32000414
1564,0.61557484
1565,0.5693385
1566,0.6364926
1567,0.78969306
1568,0.3681172
1569,0.31647867
1570,0.474545
1571,0.68541604
1572,0.6197901
1573,0.799621
1574,0.49381888
1575,0.343953
1576,0.71416485
1577,0.54637605
1578,0.59589356
1579,0.5951804
1580,0.749576
1581,0.5613277
1582,0.4976958
1583,0.6359148
1584,0.62558687
1585,0.5924454
1586,0.29435715
1587,0.76940763
1588,0.73018974
1589,0.35877857
1590,0.22652063
1591,0.28825757
1592,0.59179324
1593,0.8095943
1594,0.32640135
1595,0.6996776
1596,0.5976276
1597,0.5101442
1598,0.6286745
1599,0.6444589
1600,0.6282677
1601,0.81216747
1602,0.3265348
1603,0.32658663
1604,0.7959858
1605,0.2753445
1606,0.3454228
1607,0.82646346
1608,0.22773209
1609,0.65527374
1610,0.7250717
1611,0.6252415
1612,0.67364347
1613,0.69763213
1614,0.3700736
1615,0.3286541
1616,0.5268476
1617,0.27906886
1618,0.44189176
1619,0.7736724
1620,0.8311572
1621,0.40207052
1622,0.74514604
1623,0.32804182
1624,0.74556166
1625,0.7064449
1626,0.43306395
1627,0.24769598
1628,0.65504223
1629,0.64505386
1630,0.24444354
1631,0.6806664
1632,0.32342005
1633,0.6802224
1634,0.37930042
1635,0.5980818
1636,0.32468817
1637,0.6742223
1638,0.79862845
1639,0.27533704
1640,0.64747965
1641,0.3171524
1642,0.80258024
1643,0.67415214
1644,0.32738376
1645,0.82646346
1646,0.6842512
1647,0.592273
1648,0.7895177
1649,0.50555784
1650,0.57563394
1651,0.8854191
1652,0.7458127
1653,0.6191875
1654,0.7331274
1655,0.28661424
1656,0.63404065
1657,0.6083535
1658,0.72374696
1659,0.44390717
1660,0.779662
1661,0.33109003
1662,0.34238997
1663,0.3246047
1664,0.5816902
1665,0.54309094
1666,0.36748576
1667,0.6447989
1668,0.26505467
1669,0.75818723
1670,0.67531693
